school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures_mat,failures_por,schoolsup,famsup,paid_mat,paid_por,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_mat,absences_por,G1_mat,G2_mat,G3_mat,G1_por,G2_por,G3_por
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,no,yes,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,0,10,9,9,13,12,13
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,no,yes,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,4,14,14,14,15,14,15
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,0,no,yes,no,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,2,0,9,8,8,11,11,12
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0,no,yes,no,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,0,12,14,14,15,15,15
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,0,no,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,8,7,0,0,10,11,12
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,0,no,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,0,8,8,0,10,9,12
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,0,no,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,6,10,9,0,14,13,14
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,0,no,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,8,16,15,15,11,13,14
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,0,no,yes,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,0,7,8,0,12,13,15
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,0,no,yes,no,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,4,16,15,17,14,14,15
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,0,no,yes,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,4,0,9,10,10,14,14,16
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,0,no,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,0,10,10,0,12,12,13
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0,no,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,6,16,15,15,16,16,17
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,0,no,yes,no,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,18,9,8,0,10,12,14
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,0,no,yes,no,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,0,11,10,10,11,12,14
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0,no,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,4,13,13,14,14,16,17
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0,no,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,4,16,15,16,15,14,17
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,0,no,yes,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,0,10,10,9,14,13,14
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,0,no,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,0,13,15,15,11,12,13
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,0,no,yes,no,no,no,no,yes,yes,no,2,5,5,5,5,5,10,8,11,13,13,9,10,11
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,1,no,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,8,7,8,10,9,11
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,1,no,yes,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,2,4,13,13,13,8,9,10
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,0,no,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,0,8,7,8,9,10,9
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,1,no,yes,no,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,4,8,8,8,8,9,10
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,1,no,yes,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,4,13,11,11,10,11,11
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,0,no,yes,no,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,0,10,9,9,10,10,10
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,0,no,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,2,12,13,13,12,12,12
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,0,no,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,0,12,12,11,15,14,15
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,0,no,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,2,10,10,10,14,13,14
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,0,no,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,0,18,16,16,19,17,18
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,0,no,yes,no,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,6,11,11,10,13,12,13
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,0,no,yes,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,4,16,15,15,15,14,15
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,0,no,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,0,12,11,12,13,13,13
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0,no,yes,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,0,10,10,10,8,10,9
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0,no,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,0,13,13,13,15,16,16
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,1,no,yes,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,0,7,6,0,8,8,9
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0,no,yes,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,0,11,10,10,10,10,10
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,0,no,yes,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,10,0,14,12,11,7,5,0
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,0,no,yes,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,3,14,12,12,9,10,10
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,0,no,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,8,13,11,11,10,11,12
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0,no,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,4,6,5,5,7,8,9
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0,no,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,0,19,18,19,15,17,17
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,0,no,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,4,8,8,10,10,11,12
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,0,no,no,yes,no,yes,yes,yes,yes,no,5,4,3,3,4,2,4,1,8,9,10,13,14,14
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,0,no,no,yes,no,no,yes,yes,yes,yes,4,1,3,1,2,1,0,1,15,15,15,16,16,16
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,0,no,yes,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,10,8,9,9
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,0,no,no,yes,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,4,15,14,14,17,18,19
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,0,no,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,0,7,6,7,7,7,0
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,0,no,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,4,11,11,10,14,15,16
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,1,no,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,0,6,5,0,5,8,0
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,1,no,no,yes,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,0,6,5,5,7,7,0
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,0,no,no,yes,no,no,yes,yes,no,no,5,3,3,1,3,4,2,0,10,9,10,14,17,15
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,0,no,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,4,6,5,6,7,9,10
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,1,no,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,4,7,5,0,10,11,10
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,0,no,yes,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,0,4,7,9,8,15,15,16
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,0,no,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,6,5,0,11,12,9
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,0,no,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,6,14,16,16,10,10,10
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,0,no,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,4,11,12,10,10,11,11
